"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"6575-SUVOI",0,1,1,0,0.347222222222222,"Yes","Yes","DSL",1,0,0,1,1,0,"Month-to-month","Yes","Credit card (automatic)",0.509950248756219,0.200075005769675,0
"7495-OOKFY",0,1,1,0,0.111111111111111,"Yes","Yes","Fiber optic",0,1,0,0,0,0,"Month-to-month","Yes","Credit card (automatic)",0.62089552238806,0.0709093007154396,1
"4667-QONEA",0,1,1,1,0.833333333333333,"Yes","No","DSL",1,1,1,1,0,1,"One year","Yes","Credit card (automatic)",0.56318407960199,0.512064389568428,0
"1658-BYGOY",1,1,0,0,0.25,"Yes","Yes","Fiber optic",0,0,0,0,1,1,"Month-to-month","Yes","Electronic check",0.7681592039801,0.200063466420494,1
"8769-KKTPH",0,0,1,1,0.875,"Yes","Yes","Fiber optic",1,0,0,0,1,1,"One year","Yes","Credit card (automatic)",0.809950248756219,0.726102007846757,0
"5067-XJQFU",1,1,1,1,0.916666666666667,"Yes","Yes","Fiber optic",0,1,1,1,1,1,"One year","Yes","Electronic check",0.897512437810945,0.814395338102931,0
"3957-SQXML",0,0,1,1,0.472222222222222,"Yes","Yes","No",0,0,0,0,0,0,"Two year","No","Credit card (automatic)",0.0666666666666667,0.101027002077083,0
"5954-BDFSG",0,0,0,0,1,"Yes","Yes","Fiber optic",0,0,1,1,1,1,"Two year","Yes","Credit card (automatic)",0.888059701492537,0.904096468959151,0
"0434-CSFON",0,0,1,0,0.652777777777778,"Yes","Yes","Fiber optic",0,0,1,0,1,1,"Month-to-month","Yes","Electronic check",0.818407960199005,0.540999307639049,0
"1215-FIGMP",1,0,0,0,0.833333333333333,"Yes","Yes","Fiber optic",0,1,0,0,1,0,"Month-to-month","Yes","Bank transfer (automatic)",0.712935323383085,0.62680590814678,0
"0526-SXDJP",1,0,1,0,1,"No","No phone service","DSL",1,1,1,0,0,0,"Two year","No","Bank transfer (automatic)",0.237313432835821,0.339626125086545,0
"0557-ASKVU",0,0,1,1,0.25,"Yes","No","DSL",0,0,1,1,0,0,"One year","Yes","Credit card (automatic)",0.359701492537313,0.108273713362566,0
"5698-BQJOH",0,0,0,0,0.125,"Yes","Yes","Fiber optic",0,0,0,0,1,1,"Month-to-month","No","Electronic check",0.75771144278607,0.0967516732056312,1
"5122-CYFXA",0,0,0,0,0.0416666666666667,"Yes","No","DSL",0,1,0,1,1,1,"Month-to-month","Yes","Electronic check",0.567661691542289,0.0259981537041311,0
"8627-ZYGSZ",1,0,1,0,0.652777777777778,"Yes","Yes","Fiber optic",0,1,0,0,0,0,"One year","Yes","Electronic check",0.603482587064677,0.419057235171936,0
"3410-YOQBQ",0,0,0,0,0.430555555555556,"Yes","No","DSL",0,1,1,1,1,1,"Two year","No","Mailed check",0.606467661691542,0.285991230094623,0
"3170-NMYVV",0,0,1,1,0.694444444444444,"Yes","No","No",0,0,0,0,0,0,"Two year","No","Bank transfer (automatic)",0.0189054726368159,0.105250403877221,0
"7410-OIEDU",1,0,0,0,0.138888888888889,"Yes","No","Fiber optic",1,0,1,0,0,0,"Month-to-month","Yes","Mailed check",0.612935323383085,0.100225017309024,0
"2273-QCKXA",1,0,0,0,0.0138888888888889,"Yes","No","DSL",0,0,0,1,0,0,"Month-to-month","No","Mailed check",0.306467661691542,0.00349065312716363,0
"0731-EBJQB",0,0,1,1,0.722222222222222,"Yes","No","No",0,0,0,0,0,0,"One year","Yes","Electronic check",0.0213930348258706,0.1236845141934,0
"1891-QRQSA",1,1,1,1,0.888888888888889,"Yes","Yes","Fiber optic",1,0,1,1,1,1,"Two year","Yes","Bank transfer (automatic)",0.928855721393035,0.817009000692361,0
"8028-PNXHQ",1,0,1,1,0.861111111111111,"Yes","Yes","No",0,0,0,0,0,0,"Two year","Yes","Bank transfer (automatic)",0.0597014925373134,0.162220170782368,0
"5630-AHZIL",0,0,0,1,0.0416666666666667,"Yes","No","DSL",1,0,0,1,0,1,"Month-to-month","Yes","Bank transfer (automatic)",0.460199004975124,0.0183014078006,0
"2673-CXQEU",0,1,0,0,0.777777777777778,"Yes","Yes","Fiber optic",1,1,1,0,1,1,"One year","No","Electronic check",0.917910447761194,0.706288945303485,0
"6416-JNVRK",0,0,0,0,0.638888888888889,"Yes","No","DSL",0,0,0,0,0,1,"One year","No","Credit card (automatic)",0.372139303482587,0.308106392799446,0
"5590-ZSKRV",0,0,1,1,0.111111111111111,"Yes","No","DSL",1,1,0,0,0,0,"Month-to-month","No","Mailed check",0.362189054726368,0.0534791137779829,0
"0191-ZHSKZ",1,1,0,0,0.416666666666667,"Yes","No","DSL",1,1,0,0,1,1,"Month-to-month","Yes","Electronic check",0.562189054726368,0.241460881606277,0
"3887-PBQAO",0,0,1,1,0.625,"Yes","Yes","No",0,0,0,0,0,0,"One year","Yes","Credit card (automatic)",0.0761194029850746,0.138218324486499,0
"5919-TMRGD",0,0,0,1,0.0138888888888889,"Yes","No","Fiber optic",0,0,0,0,1,0,"Month-to-month","Yes","Electronic check",0.607960199004975,0.00698707592891761,1
"8108-UXRQN",0,0,1,1,0.152777777777778,"No","No phone service","DSL",1,0,0,0,1,1,"Month-to-month","No","Electronic check",0.321393034825871,0.0630683129471498,0
"9191-MYQKX",0,0,1,0,0.0972222222222222,"Yes","No","Fiber optic",0,0,1,0,0,0,"Month-to-month","Yes","Bank transfer (automatic)",0.566169154228856,0.0551696284329564,1
"9919-YLNNG",0,0,0,0,0.583333333333333,"Yes","No","Fiber optic",0,1,1,1,1,1,"Month-to-month","Yes","Bank transfer (automatic)",0.851243781094527,0.497195938149088,0
"0318-ZOPWS",0,0,1,0,0.680555555555556,"Yes","No","No",0,0,0,0,0,0,"Two year","Yes","Bank transfer (automatic)",0.0189054726368159,0.110148857604431,0
"4445-ZJNMU",1,0,0,0,0.125,"Yes","Yes","Fiber optic",0,1,0,0,1,1,"Month-to-month","Yes","Credit card (automatic)",0.806467661691542,0.103848372951766,0
"4808-YNLEU",0,0,1,0,0.486111111111111,"Yes","No","DSL",1,0,0,0,1,0,"One year","Yes","Bank transfer (automatic)",0.43681592039801,0.253479113777983,0
"1862-QRWPE",0,0,1,1,0.666666666666667,"Yes","No","No",0,0,0,0,0,0,"Two year","No","Bank transfer (automatic)",0.0238805970149254,0.119801523194092,0
"2796-NNUFI",0,0,1,1,0.638888888888889,"Yes","No","No",0,0,0,0,0,0,"Two year","Yes","Mailed check",0.0169154228855721,0.104811908608355,0
"3016-KSVCP",1,0,1,0,0.402777777777778,"No","No phone service","DSL",0,0,0,0,1,0,"Month-to-month","No","Mailed check",0.154228855721393,0.114291483960305,0
"4767-HZZHQ",1,0,1,1,0.416666666666667,"Yes","No","Fiber optic",0,1,1,0,0,0,"Month-to-month","No","Bank transfer (automatic)",0.634825870646766,0.294414954996538,0
"2424-WVHPL",1,1,0,0,0.0138888888888889,"Yes","No","Fiber optic",0,0,0,1,0,0,"Month-to-month","No","Electronic check",0.561691542288557,0.00645049619201477,0
"7233-PAHHL",1,0,1,1,0.916666666666667,"Yes","Yes","DSL",1,0,1,1,1,1,"Two year","Yes","Mailed check",0.654228855721393,0.657217862912532,0
"6067-NGCEU",0,0,0,0,0.902777777777778,"Yes","Yes","Fiber optic",1,1,1,0,1,1,"Month-to-month","Yes","Credit card (automatic)",0.923383084577114,0.817932148626817,0
"9848-JQJTX",1,0,0,0,1,"Yes","Yes","Fiber optic",0,1,1,0,1,1,"Two year","Yes","Bank transfer (automatic)",0.822388059701493,0.858556427417494,0
"8637-XJIVR",0,0,0,0,0.166666666666667,"Yes","Yes","Fiber optic",1,0,0,0,0,0,"Month-to-month","Yes","Electronic check",0.603980099502488,0.104840756981306,1
"9803-FTJCG",1,0,1,1,0.986111111111111,"Yes","Yes","DSL",1,1,0,1,0,0,"One year","Yes","Credit card (automatic)",0.483582089552239,0.545799676898223,0
"0278-YXOOG",1,0,0,0,0.0694444444444444,"Yes","No","No",0,0,0,0,0,0,"Month-to-month","No","Mailed check",0.0278606965174129,0.0109681513962613,1
"3212-KXOCR",1,0,0,0,0.722222222222222,"Yes","No","No",0,0,0,0,0,0,"Two year","No","Bank transfer (automatic)",0.027363184079602,0.125594276482806,0
"4598-XLKNJ",0,1,1,0,0.347222222222222,"Yes","No","Fiber optic",0,1,1,0,1,1,"Month-to-month","Yes","Electronic check",0.798507462686567,0.287987537502885,1
"6380-ARCEH",1,0,0,0,0.0138888888888889,"Yes","No","No",0,0,0,0,0,0,"Month-to-month","No","Mailed check",0.0194029850746269,0.000161550888529887,0
"3679-XASPY",0,0,1,1,0.0138888888888889,"Yes","No","No",0,0,0,0,0,0,"Month-to-month","No","Electronic check",0.0119402985074627,7.50057696745902e-05,0
"7123-WQUHX",1,0,0,0,0.527777777777778,"Yes","Yes","Fiber optic",0,0,1,1,1,0,"One year","No","Bank transfer (automatic)",0.763681592039801,0.41389337641357,0
"5386-THSLQ",0,1,1,0,0.916666666666667,"No","No phone service","DSL",0,1,1,0,1,0,"One year","No","Bank transfer (automatic)",0.271641791044776,0.347155550426956,0
"3192-NQECA",1,0,1,0,0.944444444444444,"Yes","Yes","Fiber optic",0,1,1,1,1,1,"Two year","Yes","Bank transfer (automatic)",0.912935323383085,0.876188552965613,1
"6180-YBIQI",1,0,0,0,0.0694444444444444,"No","No phone service","DSL",0,0,0,0,0,0,"Month-to-month","No","Mailed check",0.0601990049751244,0.00939303023309485,0
"6728-DKUCO",0,0,1,1,1,"Yes","Yes","Fiber optic",1,1,0,0,1,1,"One year","Yes","Electronic check",0.854726368159204,0.840555042695592,0
"9750-BOOHV",0,0,0,0,0.444444444444444,"No","No phone service","DSL",1,0,0,0,0,0,"One year","No","Mailed check",0.118407960199005,0.104875375028848,0
"8597-CWYHH",1,0,0,0,0.597222222222222,"Yes","Yes","Fiber optic",0,0,0,0,1,1,"One year","No","Mailed check",0.757213930348259,0.45032310177706,0
"2848-YXSMW",1,0,1,1,1,"Yes","No","No",0,0,0,0,0,0,"Two year","No","Credit card (automatic)",0.0114427860696517,0.155140780060005,0
"0486-HECZI",1,0,1,0,0.763888888888889,"Yes","Yes","Fiber optic",1,1,0,0,1,0,"Month-to-month","Yes","Electronic check",0.781094527363184,0.602365566582045,1
"4549-ZDQYY",0,0,0,0,0.722222222222222,"Yes","No","DSL",1,0,1,1,0,0,"One year","No","Credit card (automatic)",0.395024875621891,0.348886452804062,0
"5712-AHQNN",0,0,0,0,0.597222222222222,"Yes","No","Fiber optic",0,1,1,0,1,0,"Month-to-month","Yes","Electronic check",0.730348258706468,0.454108008308331,0
"4846-WHAFZ",0,1,1,0,0.513888888888889,"Yes","Yes","Fiber optic",0,0,0,0,0,0,"Month-to-month","Yes","Electronic check",0.579601990049751,0.328796445880452,1
"5256-SKJGO",0,0,1,1,0.888888888888889,"No","No phone service","DSL",0,1,0,1,1,1,"Two year","Yes","Electronic check",0.361691542288557,0.392880221555504,0
"3071-VBYPO",1,0,1,1,0.0416666666666667,"Yes","No","Fiber optic",1,1,0,0,1,0,"Month-to-month","No","Electronic check",0.712437810945274,0.0264943457189015,0
"9560-BBZXK",0,0,0,0,0.5,"No","No phone service","DSL",1,0,0,0,0,0,"Two year","No","Bank transfer (automatic)",0.127363184079602,0.127804061850912,0
"5299-RULOA",0,0,1,1,0.138888888888889,"Yes","Yes","Fiber optic",1,0,0,0,1,1,"Month-to-month","Yes","Electronic check",0.81592039800995,0.120684283406416,1
"8402-OOOHJ",0,0,0,0,0.569444444444444,"Yes","No","No",0,0,0,0,0,0,"Two year","No","Mailed check",0.0238805970149254,0.0942014770366951,0
"9445-ZUEQE",1,0,1,1,0.375,"Yes","Yes","Fiber optic",0,1,0,1,0,0,"Month-to-month","Yes","Credit card (automatic)",0.666169154228856,0.246111239326102,0
"1091-SOZGA",0,0,1,1,0.777777777777778,"Yes","Yes","Fiber optic",0,0,1,0,1,1,"One year","Yes","Credit card (automatic)",0.811442786069652,0.634277636741288,0
"2928-HLDBA",0,0,0,0,0.0833333333333333,"Yes","No","No",0,0,0,0,0,0,"Month-to-month","No","Mailed check",0.0243781094527363,0.0108412185552735,0
"0404-SWRVG",1,0,0,0,0.0416666666666667,"Yes","Yes","Fiber optic",0,0,0,0,0,0,"Month-to-month","Yes","Electronic check",0.558706467661692,0.0243191783983383,1
"6497-TILVL",0,0,1,1,0.0972222222222222,"Yes","No","DSL",1,0,0,0,0,0,"Month-to-month","No","Mailed check",0.322885572139304,0.0382587122086314,0
"7219-TLZHO",0,0,1,1,0.0555555555555556,"Yes","No","No",0,0,0,0,0,0,"Month-to-month","No","Mailed check",0.0258706467661692,0.00508885298869144,0
"4622-YNKIJ",1,0,0,0,0.458333333333333,"Yes","No","Fiber optic",1,0,0,1,1,0,"Two year","Yes","Electronic check",0.703482587064677,0.347201707823679,0
"4412-YLTKF",0,1,0,0,0.375,"Yes","Yes","Fiber optic",0,0,1,0,0,0,"Month-to-month","Yes","Electronic check",0.595024875621891,0.244253404108008,1
"6734-PSBAW",1,0,1,0,1,"Yes","Yes","No",0,0,0,0,0,0,"Two year","Yes","Bank transfer (automatic)",0.0527363184079602,0.196763212554812,0
"3930-ZGWVE",1,0,0,0,0.0138888888888889,"Yes","No","No",0,0,0,0,0,0,"Month-to-month","No","Mailed check",0.0149253731343284,0.000109623817216709,0
"2639-UGMAZ",1,1,0,0,0.986111111111111,"No","No phone service","DSL",1,1,0,0,1,1,"One year","Yes","Electronic check",0.380099502487562,0.457714054927302,0
"2876-GZYZC",0,0,0,0,0.180555555555556,"Yes","Yes","Fiber optic",0,0,0,0,0,1,"Month-to-month","Yes","Electronic check",0.67363184079602,0.138108700669282,0
"6207-WIOLX",0,0,1,1,0.347222222222222,"No","No phone service","DSL",1,1,1,0,1,1,"Month-to-month","Yes","Credit card (automatic)",0.401492537313433,0.171226632817909,1
"8587-XYZSF",1,0,0,0,0.930555555555556,"Yes","No","DSL",0,0,0,1,0,0,"Two year","No","Bank transfer (automatic)",0.321393034825871,0.37402492499423,0
"3091-FYHKI",1,0,0,0,0.0138888888888889,"No","No phone service","DSL",0,0,0,0,0,1,"Month-to-month","Yes","Electronic check",0.171144278606965,0.00192130163858758,1
"2372-HWUHI",1,0,0,0,0.0277777777777778,"Yes","No","DSL",0,0,0,0,0,0,"Month-to-month","No","Electronic check",0.259701492537313,0.00720632356335103,1
"7799-LGRDP",0,0,0,0,0.597222222222222,"Yes","Yes","No",0,0,0,0,0,0,"Two year","Yes","Credit card (automatic)",0.0741293532338308,0.134941149319178,0
"7850-VWJUU",0,0,0,0,0.319444444444444,"Yes","No","Fiber optic",1,0,0,0,0,0,"Month-to-month","Yes","Bank transfer (automatic)",0.564676616915423,0.203057927532887,0
"3774-VBNXY",0,0,1,1,0.888888888888889,"Yes","No","No",0,0,0,0,0,0,"Two year","No","Mailed check",0.0194029850746269,0.145274636510501,0
"6217-KDYWC",1,0,0,1,0.791666666666667,"Yes","No","No",0,0,0,0,0,0,"Two year","Yes","Mailed check",0.0134328358208955,0.132904454188784,0
"0390-DCFDQ",0,1,1,0,0.0138888888888889,"Yes","No","Fiber optic",0,0,0,0,0,0,"Month-to-month","Yes","Mailed check",0.519402985074627,0.00596007385183476,1
"3146-MSEGF",0,1,1,1,1,"Yes","Yes","DSL",1,1,1,1,1,1,"Two year","Yes","Credit card (automatic)",0.69452736318408,0.739308792984076,0
"4080-OGPJL",0,0,0,0,0.111111111111111,"Yes","Yes","DSL",1,0,0,1,0,1,"Month-to-month","No","Electronic check",0.52636815920398,0.0628721440110778,1
"1095-WGNGG",0,0,1,0,0.847222222222222,"Yes","Yes","Fiber optic",0,1,0,0,1,1,"Two year","Yes","Bank transfer (automatic)",0.823880597014925,0.686873990306947,0
"2636-SJDOU",1,0,0,0,0.888888888888889,"Yes","Yes","Fiber optic",1,1,0,0,0,0,"One year","Yes","Credit card (automatic)",0.657213930348259,0.608152550196169,0
"1131-QQZEB",1,1,1,0,0.986111111111111,"Yes","Yes","No",0,0,0,0,0,0,"Two year","No","Bank transfer (automatic)",0.0567164179104478,0.20048465266559,0
"5716-EZXZN",0,0,1,1,0.902777777777778,"Yes","Yes","Fiber optic",1,1,0,1,1,0,"Two year","Yes","Credit card (automatic)",0.803980099502487,0.738276021232402,0
"6837-BJYDQ",1,0,0,0,0.0416666666666667,"Yes","No","No",0,0,0,0,0,0,"One year","No","Mailed check",0.0134328358208955,0.00490999307639049,0
"2135-RXIHG",1,0,0,0,0.0138888888888889,"Yes","No","DSL",0,0,0,0,0,0,"Month-to-month","Yes","Electronic check",0.272636815920398,0.00309831525501962,1
"6440-DKQGE",1,0,0,1,0.416666666666667,"Yes","No","DSL",0,1,1,0,1,0,"One year","No","Credit card (automatic)",0.460199004975124,0.220534271867067,0
"3466-BYAVD",1,0,1,1,0.208333333333333,"Yes","No","DSL",0,1,1,1,0,1,"Month-to-month","Yes","Mailed check",0.509950248756219,0.121463189476114,0
"3780-YVMFA",0,0,1,1,0.111111111111111,"Yes","No","DSL",0,0,0,1,1,1,"Month-to-month","Yes","Electronic check",0.500497512437811,0.0629529194553427,0
"3874-EQOEP",1,0,0,0,0.0972222222222222,"Yes","Yes","Fiber optic",0,0,0,0,1,1,"Month-to-month","No","Mailed check",0.763681592039801,0.0734710362335564,1
"1679-JRFBR",0,0,1,1,0.972222222222222,"Yes","Yes","Fiber optic",1,1,1,0,1,1,"One year","Yes","Credit card (automatic)",0.89452736318408,0.912964458804523,0
"9073-ZZIAY",1,0,1,1,0.861111111111111,"Yes","No","DSL",1,1,1,1,1,1,"Two year","No","Electronic check",0.675124378109453,0.599636510500808,0
"3077-RSNTJ",0,0,1,1,0.0833333333333333,"Yes","No","No",0,0,0,0,0,0,"Month-to-month","No","Mailed check",0.0144278606965174,0.0109277636741288,0
"6551-GNYDG",0,0,1,1,0.194444444444444,"Yes","No","Fiber optic",0,0,0,0,0,1,"Month-to-month","Yes","Bank transfer (automatic)",0.623383084577114,0.130856219709208,0
"9167-APMXZ",0,0,0,0,0.305555555555556,"Yes","Yes","Fiber optic",0,0,0,0,1,0,"Month-to-month","Yes","Bank transfer (automatic)",0.655721393034826,0.208071774751904,0
